,movie_image,movie_name,movie_year,certificate,movie_duration,genre,movie_status,rating,rating_metascore,movie_description,cast_detail,movie_votes_detail
40,"https://m.media-amazon.com/images/M/MV5BYmMxZWRiMTgtZjM0Ny00NDQxLWIxYWQtZDdlNDNkOTEzYTdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Thor: Love and Thunder,(2022),PG-13,118 min,"Action, Adventure, Comedy",,6.2,57 Metascore,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.","Director: Taika Waititi | Stars: Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson","Votes: 362,165 | Gross: $343.26M"
41,"https://m.media-amazon.com/images/M/MV5BZWMyYzFjYTYtNTRjYi00OGExLWE2YzgtOGRmYjAxZTU3NzBiXkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_UX67_CR0,0,67,98_AL_.jpg",Spider-Man: No Way Home,(2021),PG-13,148 min,"Action, Adventure, Fantasy",,8.2,71 Metascore,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.","Director: Jon Watts | Stars: Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon","Votes: 794,248 | Gross: $804.75M"
42,"https://m.media-amazon.com/images/M/MV5BNmM2MGIxMzctOTFkNC00MWM5LWIzZDctYTAxMjQzM2FkOGE1XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",Above Suspicion,(2019),R,104 min,"Action, Biography, Crime",,5.7,46 Metascore,The true-crime story leading to the first-ever conviction of an F.B.I. Agent for murder.,"Director: Phillip Noyce | Stars: Emilia Clarke, Jack Huston, Sophie Lowe, Johnny Knoxville","Votes: 7,379"
43,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Dark Knight,(2008),PG-13,152 min,"Action, Crime, Drama",,9.0,84 Metascore,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.","Director: Christopher Nolan | Stars: Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine","Votes: 2,714,270 | Gross: $534.86M"
44,"https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Inception,(2010),PG-13,148 min,"Action, Adventure, Sci-Fi",,8.8,74 Metascore,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.","Director: Christopher Nolan | Stars: Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page, Ken Watanabe","Votes: 2,409,428 | Gross: $292.58M"
45,"https://m.media-amazon.com/images/M/MV5BMjI0NmFkYzEtNzU2YS00NTg5LWIwYmMtNmQ1MTU0OGJjOTMxXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX67_CR0,0,67,98_AL_.jpg",F9: The Fast Saga,(2021),PG-13,143 min,"Action, Crime, Thriller",,5.2,58 Metascore,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,"Director: Justin Lin | Stars: Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson","Votes: 143,552 | Gross: $173.20M"
46,"https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_UX67_CR0,0,67,98_AL_.jpg",Blade Runner 2049,(2017),R,164 min,"Action, Drama, Mystery",,8.0,81 Metascore,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.","Director: Denis Villeneuve | Stars: Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista","Votes: 602,294 | Gross: $92.05M"
47,"https://m.media-amazon.com/images/M/MV5BNGVkNDc3NjUtNTY5ZS00ZmE0LWE3YzctMDk2OTRlNTdiZWQwXkEyXkFqcGdeQXVyMTU3NDg0OTgx._V1_UX67_CR0,0,67,98_AL_.jpg",Suzume,(2022),PG,122 min,"Animation, Action, Adventure",,7.8,77 Metascore,A modern action adventure road story where a 17-year-old girl named Suzume helps a mysterious young man close doors from the other side that are releasing disasters all over in Japan.,"Director: Makoto Shinkai | Stars: Nanoka Hara, Hokuto Matsumura, Eri Fukatsu, Shôta Sometani","Votes: 16,557"
48,"https://m.media-amazon.com/images/M/MV5BMWYwZGU1N2UtNTU5My00ZTVkLThjZDktZTQzZmEyMzZjMTdmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Conan the Barbarian,(1982),R,129 min,"Action, Adventure, Fantasy",,6.9,43 Metascore,"A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom.","Director: John Milius | Stars: Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman","Votes: 155,112 | Gross: $39.57M"
49,"https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Top Gun,(1986),PG,109 min,"Action, Drama",,6.9,50 Metascore,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.","Director: Tony Scott | Stars: Tom Cruise, Tim Robbins, Kelly McGillis, Val Kilmer","Votes: 473,710 | Gross: $179.80M"
